subject,message,label
teaching linguistics ( grammar ),"* * * call for papers * * * * * * call for papers * * * "" teaching linguistics "" symposium on teaching grammar in conjunction with the twenty - second annual conference on the teaching of foreign languages and literatures . youngstown state university youngstown , ohio , october 24 , 1998 plenary speaker : * robert dekeyser , university of pittsburgh , linguistics dept . dr . dekeyser will speak on "" focus on form "" proposals on topics related to the teaching of grammar in first , second and foreign languages are welcomed . college and university faculty , high school teachers , and graduate students are invited to submit proposals . possible areas of focus might include , but are not limited to : pedagogical grammars , history of grammatical teaching , normatism / prescriptivism , pros and cons of formal instruction , and all aspects of grammatical teaching , such as methods , social aspects , audiences , situations of teaching ( l1 , l2 , fl ) , goals and objectives , etc . special attention will be given to papers dealing with the position and role of grammatical instruction within the curriculum . * all disciplinary approaches are welcome , such as language arts teaching ; second language acquisition : theory , research and practice ; pedagogical approaches and classroom strategies ; techniques and materials ; innovations in media technology ; testing and assessment ; ethnographic studies . this is not , however , a symposium on universal grammar . * abstracts : presentations should be 30 minutes long , including time for questions . send three copies of a one - page , double spaced abstract to the symposium committee ( address below ) by june 1 , 1998 . e - mail submissions ( ascii only , no attachments ) are ok . include contact information on a cover sheet attached to the abstract . the abstract should contain no information that identifies the presenter . notification will be mailed no later than july 1 , 1998 . * registration : all participants , including presenters , are required to register to the conference , however , a lower fee for the symposium day alone will be available . registration materials will be mailed in early august 1998 . all accepted presenters will receive the conference registration mailings . those interested in attending , but not presenting need only request to be put on the mailing list . graduate students needing crash space or with financial problems should mention this fact in the cover sheet . * the conference on the teaching of foreign languages and literatures will feature two plenary speakers : helena curtain ( u . of wisconsin ) who will speak on fles and david d . herren ( middlebury college ) who will speak on call . besides the plenary speakers the conference will feature over thirty presentations and workshops on various aspects of teaching foreign languages and literature . * abstracts and requests for information about the teaching grammar symposium should be sent to : salvatore attardo & steven brown english department , debartolo hall 202 youngstown state university youngstown oh 44555 usa sattardo @ cc . ysu . edu srbrown @ cc . ysu . edu
",0
conference on language teacher education,"announcement and call for papers the center for advanced research on language acquisition at the university of minnesota announces an international conference on language teacher education may 20 - 23 , 1999 radisson-metrodome hotel minneapolis , minnesota , usa this conference will be of interest to anyone involved in the preparation and ongoing professional development of language teachers of all kinds : practitioners and researchers in the various sub-fields of language teacher education . the conference will address the education of teachers of all languages , at all instructional and institutional levels , and in all the many national and international contexts in which this takes place , including : esl / efl ; foreign / modern / world language teaching ; bilingual education ; immersion education ; indigenous and minority languages ; and the teaching of less commonly taught languages . the conference aims to bring together research , theory , and best practices from all these contexts , and to initiate and sustain meaningful professional dialogue across languages , levels , and settings . speakers and panelists will include : * gloria ladson - billings ( keynote address ) * jack richards ( honorary conference chair ) * dick allwright * elizabeth bernhardt * pat chaput * donald freeman * eugene garcia * kris gutierrez * nancy hornberger * karen e . johnson * denise mckeon * mimi met * june phillips the conference will focus on four principal themes : i . the knowledge base of language teacher education ii . social , cultural and political contexts of language teacher education iii . the processes of language teacher education iv . language teacher education policy for further information about the conference , and to be added to our mailing list , contact : international conference on language teacher education , carla , 333 appleby hall , university of minnesota , mpls mn 55455 . phone : 612-626 - 8600 . fax : 612-624 - 7514 . e - mail : < carla @ tc . umn . edu > . web : < http : / / carla . acad . umn . edu / teacher-ed . html > . more program information and registration forms will be included in a later mailing in fall 1998 . the call for papers follows below . please forward this announcement and call to others who may be interested ! call for papers the international conference on language teacher education welcomes proposals for papers on all aspects of the education and professional development of language teachers . papers may report on data-based research , theoretical and conceptual analyses , or best practices in language teacher education . the conference will focus on four broad themes . proposals are more likely to be accepted if they address one of these themes : theme i : the knowledge base of language teacher education a central issue in language teacher education is the question of what constitutes the knowledge base of language teaching and how it relates to the processes and content of teacher education . issues in this theme may include : * teachers ' knowledge and beliefs * teacher learning in formal and informal contexts * teachers ' ways of knowing * teacher socialization * professionalism * the nature of disciplinary knowledge . theme ii : social , cultural , and political contexts of language teacher education language teacher education takes place in multiple contexts and with diverse populations , where language , culture and identity are intricately bound together . papers in this theme may include critical and analytical perspectives on : * institutions , communities , and discourses within which teacher education practices are situated * power , status , and authority and language teacher education * diversity and equity in language teacher education , including issues of race , class , gender , sexual orientation , and language * the socially situated nature of language and learning theme iii : processes of language teacher education the processes of language teacher education refer to the ways in which the knowledge base is conceptualized and operationalized . these are constructed through the contributions and interpretations that all participants bring to the process . processes may include : * program design * curriculum * pedagogical methods * organization of instruction * practica * materials * observation / supervision * professional development for teachers at all experience levels theme iv : policy in language teacher education actions taken by formal and informal decision-making bodies have an impact on language teacher education . these policies influence the directions of teacher education even though they may or may not involve the participation of teacher educators . they can be formulated at the institutional , local , state , or national levels , and may include : * standards * legislative mandates * teacher education program requirements * recruitment and retention * advocacy by language teacher organizations presentations will be 30 minutes in length . in line with the dialogical spirit of the conference , each session of two or three papers will include presentations concerned with different contexts and types of language teacher education . submit proposals in the following form : i . 8 copies of a one-page , single-spaced abstract with the title of the presentation and the theme it addresses indicated in the top left-hand corner ( your name and institution should not appear on these copies ) . ii . 1 additional copy of the abstract which includes your name and institution in the top right-hand corner . iii . a 50 - word summary of your presentation to be published in the conference program . iv . a copy of the form attached below . proposals are to be sent to : dr . bill johnston , chair of the program committee , international conference on language teacher education , ilasll , university of minnesota , klaeber court 192 , 320 16th st . se , minneapolis , mn 55455 . phone : 612-626 - 2269 . e - mail : < billj @ tc . umn . edu > . submissions should be postmarked no later than october 31 , 1998 ( please note the extended deadline ) . submissions from outside the continental us only may be sent by fax to the following number : 612-627 - 1875 . applicants will be notified of the program committee 's decision no later than december 31 , 1998 . selected papers from the conference will be published in a collection of conference proceedings . proposal form a . information about presentation presenter 's name : title of presentation : theme : b . presenter information : institution : address : phone number work : home : fax : e - mail :
",0
closings of academic depts and layoffs at san diego state,"on may 13 , san diego state university , facing a probable 8 . 5 % budget cut from state funding , amounting to about an $ 11 million shortfall , announced major eliminations of , and cuts in , academic programs . these cuts entail layoffs of tenured faculty . due to be shut down , with layoff of all faculty , are the departments of anthropology , german&russian , religious studies , natural sciences ( trains high school science teachers ) , family studies & consumer sciences , aerospace engineering , health sciences , and industrial studies . scheduled for cuts of faculty , of varying scale , in within-dept reverse order of seniority , are the departments of french&italian ( 3 of 11 ) , sociology ( 8 of 27 ) , math ( 8 of 60 or so ) , and chemistry ( 14 of 23 ) . the policy is to cut "" narrowly and deeply . "" although discussion has been going on all year in the senate about the potential for serious funding cuts and ways this university might respond to them , including program cuts , these cuts were announced suddenly , with no prior consultation with the affected departments . official notice to individual faculty members of layoff is scheduled for "" mid - june . "" > from that time laid-off faculty will have 120 days remaining on the payroll . the athletic department is eliminating golf , track and field , and one or two other minor sports , a cut of about $ 200 - $ 250k . the football and basketball programs are untouched ; the baseball program has lost a number of scholarships ( according to this morning 's sports section of the san diego union - tribune ) . at this point there is no word of cuts in administration . cuts in the school of business have apparently been trivial in comparison with those suffered by the college of arts and letters , the college of sciences , and other colleges . some affected faculty are contemplating legal action , and other remedies are being discussed . three administrative moves may have some potential for reversing the layoffs : cutting ( or eliminating ) intercollegiate athletics , instituting a golden handshake program , and instituting a university-wide salary reduction of up to 10 % . although the union is currently negotiating a golden handshake program , we do n't know how far along the negotiations are and whether it will be possible to put it in place quickly enough to have an effect on the current crisis . there are legal and adminstrative problems with the salary cut . we do n't know whether they ' re surmountable or not . the whole california state university system - - 20 campuses , including the new one at san marcos in northern san diego county - - face the same funding shortfall , but apparently ( we have at this point hardly any information ) campus responses vary a good deal . we ask that you consider writing to pres . thomas b . day , san diego state university , san diego , ca 92182 , expressing outrage at this unprecedented frontal assault on tenure and the centrality of academics to the university . if the attack is allowed to stand , the consequences for higher education within california and everywhere are incalculable . more importantly , we ask that you write to california state legislators and state senators . we will provide names and addresses if you contact us . we would be grateful for copies of any correspondence sent in connection with this crisis . we are sending this information out now , incomplete though it is , in order that linguists may be informed as early as possible in this developing crisis . jeff kaplan charlotte webb ( chair , linguistics and oriental languages dept )
",0
books on pragmatics,"john benjamins publishing would like to call your attention to the following new titles in the field of pragmatics : handbook of pragmatics manual & annual supplements jef verschueren , jan - ola ostman , jan blommaert & chris bulcaen ( university of antwerp / university of helsinki ) manual 1994 . xiv , 658 pp . us / canada : hb : 1-55619 - 503 - 6 price : usd 160 . 00 rest of the world : hb : 90 272 5081 2 price : nlg 320 , - - supplement 1995 . 336 pp . + binder us / canada : 1-55619 - 511 - 7 price : usd 97 . 00 rest of the world : 90 272 2157 x price : 194 , - - supplement 1996 . vi , 268 pp . us / canada : 1 55619 512 5 price : usd 79 . 00 rest of the world : 90 272 2158 8 price : nlg 158 , - - supplement 1997 . ca . 320 pp . us / canada : 1 55619 527 3 price : usd 89 . 00 rest of the world : 90 272 2173 1 price : nlg 178 , - - the handbook of pragmatics aims to provide easy access for scholars with widely divergent backgrounds but with convergent interests in the use and functioning of language to the different topics , traditions and methods which together make up the field of pragmatics , broadly conceived as "" the cognitive , social and cultural study of language and communication "" . the handbook of pragmatics will be an annually updated state-of - the-art publication . the main body of the handbook will be produced in loose-leaf format in a handsome 3 - ring binder and will be accompanied by a bound manual , which will contain all necessary background information and user guidelines . this manual will be the first installment of the handbook . within the subsequent five years , the loose-leaf handbook will form the basis of the handbook proper giving an overview of the sub-fields , traditions , methodologies and concepts of pragmatics . after this phase , the handbook will continue to be expanded , topics will be dealt with in depth and updated annually . the project is thus a unique work of reference that guarantees to be always a state-of - the-art source book for researchers . current issues in relevance theory villy rouchota and andreas h . jucker ( eds ) 1998 . xii , 368 pp . pragmatics & beyond ns 58 us / canada : hb : 1 55619 821 3 price : usd 75 . 00 rest of the world : hb : 90 272 5072 3 price : nlg 150 , - - the eleven original papers collected in this volume address themselves to some of the central issues in the relevance theoretic research programme since the 1995 publication of the second edition of sperber and wilson 's relevance . communication and cognition . several papers investigate the distinction between conceptual and procedural meaning in order to account for the semantics of discourse connectives , for the role of intonation in utterance interpretation , and for focus phenomena . other papers explore the role of the relevance theoretic notion of metarepresentation in utterance interpretation and prove its usefulness in the study of both linguistic topics such as epistemic modality and conditional clauses , and in the reanalysis of literary issues such as verbal humour . some of the central pragmatic issues dealt with are the interpretation of semantically underdetermined linguistic forms , the role and nature of pragmatic inference , the distinction between truth-conditional and non-truth - conditional meaning and the separation between explicitly and implicitly communicated meaning . the theory 's application to sociolinguistic topics is assessed and developed in an inspired account of phatic communication ; and the theory 's usefulness in accounting for certain types of "" grammatical "" constraints is explored in relation to certain restrictions in the interpretation of indefinite descriptions . contributions by : richard breheny ; carmen curco ; victoria escandell - vidal ; thorstein fretheim ; corinne iten ; manuel leonetti ; eun - ju noh ; anna papafragou ; villy rouchota and andreas h . jucker ; michiko takeuchi ; vladimir zegarac . bernadette martinez - keck tel : ( 215 ) 836-1200 publicity / marketing fax : ( 215 ) 836-1204 john benjamins north america e-mail : bernie @ benjamins . com po box 27519 philadelphia pa 19118-0519 check out the john benjamins web site : http : / / www . benjamins . com
",0
"computer assisted learning of french ( special edition of "" call "" )","call for papers computer assisted learning of french guest editor : michael zock ( limsi , cnrs ) ( submission deadline : 10 march 98 ) the international journal call will devote a special issue to the research on computer assisted language learning of french . the goal of this special issue is to offer an acurate description of what has been achieved , both outside and inside france , and i invite you to submit research contributions representing original , previously unpublished work . scope papers are invited on any topic related to computer assisted language learning of french . though desirable , they do not need to report on implemented work : new research ideas are of paramount importance in this guest issue . topics could include : ( i ) the learning of low-level skills such as : * grammar * vocabulary * spelling * pronunciation ( ii ) the learning of higher level skills : * nl - generation or comprehension * discourse planning * composition ( making an outline ) * abstract creation , r \ 233sum \ 233s * machine - aided translation * cognitive issues ( iii ) development of computational tools : * grammar environment * writer 's workbench * spelling checkers * coherence checkers * on - line help to dictionaries * natural language interfaces * multimodal interfaces * navigation aids * hypertext tools format of submissions papers should be written in english ( this is the international language used in this journal ) and should not exceed 18 pages ( in a 12pt proportional font ) including figures and references . they should also include the author 's name , affiliation and address ( incl . phone number , e-mail address ) , as well as an abstract and key words , indicating which of the thematic areas best describe the content of the paper . electronic submissions in ms - word , or plain text format are also welcome ( please avoid latex ) . submission procedure three hard copy submissions should be sent to : michael zock limsi - cnrs , bp 133 f-91403 orsay , france email : zock @ limsi . fr submissions must be received no later than 10 march 1998 . all submissions will be thoroughly evaluated by at least two reviewers . acceptance will be based on originality , importance , technical soundness , clarity of exposition and relevance to the subject of the special issue . authors will be notified of the editorial decision by 31 march 1998 . important dates * deadline for submission : 10 march 1998 * notification of acceptance : 31 march 1998 * camera - ready copies : 30 april 1998 - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * michael zock langage & cognition phone : + ( 33 - 1 ) 69 85 80 24 limsi - cnrs fax : + ( 33 - 1 ) 69 85 80 88 91403 orsay / france e - mail : zock @ limsi . fr * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
",0
"available for review : syntax , optimality , acquisition","the books listed below are in the linguist office and now available for review . if you are interested in reviewing a book ( or leading a discussion of the book ) ; please contact our book review editor , andrew carnie , at : carnie @ linguistlist . org please include in your request message a brief statement about your research interests , background , affiliation and other information that might be valuable to help us select a suitable reviewer . please do * not * simply point to an online cv or website , such messages will be ignored . syntax beerman , leblanc and van riemsdijk . 1997 . rightward movement . john benjamins . philadephia syntax , semantics and acquisition : crain and thornton . 1998 . investigations in universal grammar . a guide to experiments on the acquisition of syntax and semantics . mit press . cambridge . optimality and syntax barbosa , fox , hagstrom , mcginnis and pesetsky eds . 1998 . optimality and competition in syntax . mit press . cambridge .
",0
ucla tesl & applied linguistics gopher,"tesl & applied linguistics gopher the department of tesl and applied linguistics is proud to announce the establishment of a gopher directory on the ucla gopher server , with the assistance of humanities computing and especially wayne miller . this gopher server currently holds departmental information , and is meant to inform both the campus , the department and the world beyond ucla of our activities and academic resources , as well as policies , guidelines and associated programs . by logging in to the gopher , you can find the following directories and information : - - an introduction to the department of tesl and applied linguistics - - a directory of announcements , including ta guidelines talsa student policies student representation - - a directory of associated programs , including english as a second language ( soon to be its own directory ) language , interaction and culture group ( soon to be its own directory ) language resource program ( in time to be its own directory ) south and south east asian language program quechua ( soon to link with latin american studies ? ) - - a course guide directory , including winter 1995 schedule tesl & al courses ( eventually to hold sample syllabi and course desc . ) courses from other departments relevant to idp participants , ( a list compiled by current idp students ) - - a directory of the faculty , including an address list and cv / profile of each faculty member , including recent publications and research interests - - a directory for ial , the student journal - - program information for the interdepartmental program in applied linguistics , academic requirements recent student research ( a list of qps filed by idp students ) application requirements , including a link to grad . division gopher for application information and on-line application soon to have links to departmental gophers for linguistics , anthropology , sociology , psychology , graduate school of education , etc . when these gophers become available - - program information for the ma in tesl , similarly structured . this gopher can be expanded and updated easily . those wishing to add relevant directories , announcements , etc . should see me or e-mail me at ihw1lrm @ mvs . oac . ucla . edu . to get to the gopher , enter the orion information database . select "" infoucla "" and then select "" gopher "" ( # 7 ) . select the directory titled "" ucla gopher server "" . again , select the directory titled "" ucla gopher servers "" . next select the directory titled "" humanities computing "" ( note - - this is temporary ; my understanding is that it will be titled humanities departments ) . select the directory titled "" humnet departments and ucla resources "" . finally , select the directory for tesl and applied linguistics . i am working with humanities computing to establish entries in this level of the gopher for both esl and ssealp , as these two associated programs are not always associated with tesl / applied linguistics to the outside world , and i would like to maximize accessibility . your feedback is highly valued . this first gopher is a work in progress , and all suggestions for its improvement will be considered and acted upon . i would like to take an opportunity to thank wayne miller and karie masterson at hcf for working to get this up and running , and to george for his ideas for the world wide web ( which will be the next project ! ) happy tunneling ! lyn
",0
human and non - human languages,"bearing on the question of primate language skills is the observation that they appear not to imitate the * manner * of doing something - - controverting the "" monkey see , monkey do "" saw . a clue as to why people have cultures and languages and primates do not came up in a national geographic series on primate research that i saw a few weeks ago . they had shown some chimps using sticks to poke through holes in a "" beehive "" and suck off honey , introducing the topic of tool use . in the next segment , the researcher had some candy on a table surrounded by some sort of cage with vertical bars . he had a primitive kind of rake with three wide-spaced tines resting on the table , the handle through the bars . the chimp had the same , on an adjacent section of the table . if the tines were down , they could n't get the candy because the wide-spaced tines could n't retain it . the researcher demonstrated flipping the rake over . with the back of the rake on the table top , it was easy to pull the candy to one 's hand . no matter how often he saw it , the chimp did n't get it . the inference from this and other experiments was that the primate perceives use of the tool to accomplish the end , but does not attend to the manner of using the tool . in the next segment , there is a similar setup with a small child . the child fails with the tines down . then the adult demonstrates flipping his rake over . the child immediately , on the next turn , does the same , even moving the rake through a curving path very much like that executed by the adult 's rake , to capture the object ( a block ) and pull it back to the edge . in support of this hypothesis , i believe there are no observations of cultural differences between one community of primates and another comparable to differences of human "" body language "" style and linguistic dialect - - differences in the manner of doing the "" same "" things , functionally inconsequential differences such that "" we "" do these things this way and "" they "" do the same things that way . bruce nevin bn @ lightstream . com
",0
a symposium on second language writing,"a symposium on second language writing september 25-26 , 1998 purdue university west lafayette , indiana usa purpose : the purpose of this symposium is to bring together second language writing researchers and teachers to discuss key issues and future directions . you will have opportunities to * learn about the latest developments in the field * network with other researchers and teachers * share your own perspectives on various issues sessions : the symposium consists of keynote and focus sessions , featuring internationally recognized experts in the field of second language writing . in each of the six focus sessions , two speakers will present their perspectives on such topics as theory , research , instruction , assessment , politics , and articulation with other disciplines . in addition , a discussion session at the end of this two-day gathering will provide an opportunity for all participants to continue ongoing conversations , to reflect on and exchange insights gained , and to consider future directions for the field of second language writing . speakers : diane belcher , sarah benesch , joan carson , ulla connor , alister cumming , pat currie , lynn goldstein , william grabe , barbara kroll , ilona leki , liz hamp - lyons , charlene polio , joy reid , terry santos , trudy smoke , and carol severino . for registration information , contact : barbara g . tyner , conference coordinator purdue university 1586 stewart center , room 116 west lafayette , in 47907-1586 usa phone : 765-494 - 2975 or 1-800 - 359-2968 , ext . 92t fax : 765-494 - 0567 e - mail : bgtyner @ cea . purdue . edu for symposium information , contact : tony silva or paul kei matsuda department of english purdue university west lafayette , in 47907-1356 usa phone : 765-494 - 3769 e - mail : pmatsuda @ purdue . edu information is also available at the following url : http : / / omni . cc . purdue . edu / ~ pmatsuda / symposium / purdue university is an equal access / equal opportunity institution .
",0
tilburg conference on ot,"call for papers tilburg university conference on the derivational residue in phonology 1 - 7 october 1995 the grammatical models group of tilburg university plans to organize a conference on the derivational residue in phonology . in this conference we hope to discuss all topics which were dealt with in standard generative phonology by derivational means such as level ordering , ( strict ) cyclicity and rule ordering , in the light of the recent shift of attention towards theories that are more representational in nature . can all the derivational tools mentioned be replaced by representational instruments ? if they can , what should the ` optimal ' representational theory look like ? if they cannot , what exactly is the residue of derivationalism that we still need ? we invite all papers with these or related topics ( a more complete description of the conference topic can be found below ) both for and against purely representational approaches to phonology . we expect to be able to ( partially ) reimburse travelling expenses and lodging for our speakers . furthermore we are proud that bruce hayes and geert booij have already agreed to be our invited speakers . deadline those interested in presenting a paper ( 40 minutes talks , 15 minutes discussion ) should send 5 copies of a two page abstract ( 10 anonymous ; 1 camera-ready , with name ( s ) , affiliation ( s ) and contact address , including e-mail ) to : marc van oostendorp or ben hermans , grammaticamodellen , tilburg university , postbus 90153 , 5000 le , tilburg , the netherlands . abstracts must be received by 1 may 1995 . abstracts with page text considered too condensed to be read will be rejected without review . no email submissions accepted . for additional information contact b . j . h . hermans @ kub . nl or m . voostendorp @ kub . nl . topic of the conference during the past few years the main focus of attention in phonology seems to have been shifted from derivational to representational models , such as prince and smolensky 's optimality theory , goldsmith 's harmonic phonology and burzio 's pes - model . yet generative phonologists have accumulated substantial evidence for derivational analysis . in standard lexical phonology , for instance , derivationalism plays a role in several ways : the model is divided into a lexical and a postlexical component , the lexical component itself is divided into several lexical levels , some lexical levels are cyclic and every affix starts its own cycle and , finally , the phonologicals rule within every cycle are ordered . the question is how we have to evaluate all these derivational instruments in a representational theory of phonology . the distinction between lexical and postlexical phonology seems to be least controversial . most optimality theory analyses seem to accept at least this remnant of derivationalism . yet one could imagine a more radical version of a purely representational theory in which the distinction between word-level and phrasal phonology is accounted for in an appropriate theory of phonological domains . in any case , the question remains as to how we have to evaluate the traditional criteria for lexical-postlexical distinction ( exceptions , sensitivity to morphological and syntactic boundaries , etc . ) in a theory of constraints and constraint ranking . similar questions could be asked about the internal level ordering within the lexical component . can all analyses which used to be framed in terms of lexical levels be reframed in representational terms ? and to what extent can a theory which makes extensive use of lexical levels still be called ` representational ' ? most discussion on derivationalism within optimality theory seems to have been concentrated on the issue of cyclicity . it has been demonstrated that some cyclic analyses can be replaced by an adequate theory of alignment between phonological and morphological structure . is this everything that needs to be said about this issue ? are , for instance , cyclic versions of ot feasible and desirable ? similarily , considerable effort has been put by several researchers into showing that strict cyclicity as a theoretical concept is superfluous or that it can be replaced by a theory of underspecification . whether this is an adequate answer to all derived environment effects is another topic we hope to address . finally , we expect that even at the finest grained level of derivationalism , viz . phonological rule ordering ( both intrinsic and extrinsic ) interesting questions remain unanswered . in particular all cases of what used to be known as counter-feeding and counter-bleeding relations seem to us still to be open for discussion . all of these questions have considerable conceptual import , yet it seems to us that they can ultimately be answered empirically . the issue of derivationalism is one of the interesting challenges that optimality theory and the other models mentioned earlier pose . we hope to receive many abstracts dealing with it .
",0
summary : even if,"dear linguists , on linguist list : vol . 8-959 ( 25 / 07 / 1997 ) , i posted the following query . three people responded to my investigation . my great thanks goes to the following people . since their judgements varied , i labelled a , b and c to them just for convenience in writing this summary . a : m . lynne roecklein < lynne @ cc . gifu-u . ac . jp > b : laura gonnerman < gonnerman @ scf . usc . edu > c : gary h . toops < toops @ twsuvm . uc . twsu . edu > the query and summary are as follows . - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - i have been working on some probelms of the meanings of "" even if "" , especially the following so-called consequent-entailment reading of "" even if "" . please help me check the accptablities of the following sentences . are the following sentences acceptable or have natural flow of interpretation ? please put ok , ? or * in each slot and comments , if any . if the sentences you judge are unacceptable , what kind of context would you consider to increase the acceptabilities ? ( 1 ) ( a : * ; b : ok ; c : ? ) ( context : my employer is so puritanical that he would fire me if i behaved in what he considered a libertine manner . ) "" even if "" my wife smoked cigarettes , he would fire me , but , since she would n't ever smoke , he won't fire me . comment of a : the ' even if ' clause is ok with with "" he . . . me "" , but the second halfdoesn ' t match . no one would ever phrase this combination of ideas this way . it has a split focus . is the topic the extent of the employer 's puritanism ( first half ) , or the likelihood / unlikelihood of the speaker 's being fired ( second half ) . i find even my japanese colleagues do this split focus thing all the time . such sentences are extremely difficult and often impossible to parse in any natural way . it took several years of familiarity with japanese versions of english for me even to identify what is going on in sentences like this . i 'd love to know an effective way to explain to japanese students of english why this won't work and maybe more important , how to recognize that they ' ve pro9duced an illicit split focus construction . ( 2 ) ( a : ? ? ? ; b : ok ; c : ? ) "" even if "" you drink just a little , your boss will fire you , but , since you sruely won't drink at all , he won't fire you . comment of a : a ) "" "" even if . . . will fire you "" is most easily interpreted as habitual , while "" you surely * won't * drink at all "" would designate a single event in the future . these sit uneasily together . b ) since drinking a lot is antithetical to drinking a little , the last clause must imply that the boss is thinking of firing the addressee for some other reason . in this case , interpeting the first half according to a ) above , there can be no connection between the firing and the drinking and the sentence fails by virtue of non-entailment . on the other hand , if one * goes back * and reinterprets the ' you ' in the first half merely as the addressee , then the sentence might be possible , given that condition b ) abvove represents the real state of affairs . it would also be implied that the boss needs just a little bit more reason to actualy execute the firing . the final clause would sound better with "" can't "" than with "" won't "" , however , in this scenario . ( 3 ) ( a : * * ; b : * ; c : * ) "" even if "" you drink just a little , your boss will fire you , but since you surely drink a lot , he won't fire you . comment of a : the action posited by the "" even if "" clause is already a maximum limit . the sentence is logically impossible . comment of b : but if you continue the sentence as below then it is fine by me . ( 3 ) ( ok ) "" even if "" you drink just a little , your boss will fire you , but since you surely drink a lot , he won't fire you , you ' ll get fed up and quit before he gets a chance . ( 4 ) ( a : ok ; b : ok ; c : ? ) if it doesn ' rain , the game will continue . "" even if "" it rains lightly , the game will continue ; but if it rains heavily , the rain will be cancelled . i ' m sorry i ' ve made a mistake here . the final clause should be , the game will be cancelled , as roecklein ( a ) pointed out . ( 5 ) ( a : * * ; b : * ; c : * ) if it does n't rain , the game will continue . "" even if "" it rains lightly , the game will be cancelled ; but if it rains heavily , the game will continue . comment of a : nonsense , in order and logic . comment of b : okay if you continue with something like : ( 5 ) ( ok ) if it does n't rain , the game will continue . "" even if "" it rains lightly , the game will be cancelled ; but if it rains heavily , the game will continue , but it will be moved to an indoor arena . ( 6 ) ( a : * * ; b : ? ; c : * ) "" even if "" the president were to get ingestion tonight , the cease-fire would end , but , if we resume negotiations with the enemy for a treaty of peace , it will continue . i ' m sorry i ' ve mistyped the word here too . ingestion should be indigestion . comment of a : i would imagine rather that indigestion would contribute to the end of the ceasefire . ( 7 ) ( a : ok ; b : ok ; c : ? ) "" even if "" my wife smoked cigarettes , i would not scold her , but , if she ever broke my favorite dishes , i would scold her . comment of a : "" scold her "" should nto be repeated at the end . very unnatural . ( 8 ) ( a : ? ; b : ? ; c : ? ) "" even if "" my wife smokes cigarettes , i will not scold her , but , if she breaks my favorite dishes , i will scold her . comment of a : underlying logic ok . i do n't like "" even if "" with the indicative present verb because i like to mark conditionals on the verb , but i ' m aware that this usage is in process of change . same proviso as above for the repeated "" scold her . "" the preferences of conditionals in even if clause over the indicative present are the same to all three people . however , i found many examples of the indicative type . this seems a matter of individual preferences . comment of b : ( 8 ) ( ok ) "" even if "" my wife smokes cigarettes at the dinner table , i will not scold her , but , if she breaks my favorite dishes , i will scold her . comment of c : to make sense of many of your contexts , i had to postpose the "" even if "" clause , e . g . , "" i will not scold my wife , even if she smokes cigarettes . "" placing the "" even if "" clause first in the sentence makes it more emphatic . my own summary : ( 3 ) and ( 5 ) are judged logically impossible as i have expected . but i do not understand laura gonnerman 's rephrasing ok sentence of ( 5 ) . ( 6 ) is also judged unnnatural to all the three people though i expected it would be ok . it seems to me the final clause cahnges the situation and focus of the sentence . why not ok ? finally , i must apologize to you all about the use of "" scold "" in the final two sentences . one person reminded me of the bad implication of husband 's scolding his wife . i did n't notice it . in japan , too , a husband who "" scold "" his wife is an arrogant person these days . thank you very much for your help . please make further comments , if any , on this usage . i ' ll be glad to make a reply . hiroaki tanaka associate professor faculty of integrated arts and sciences tokushima university , japan 1 - 1 , minamijousanjioma , tokushima , 770 , japan phone & fax : + 81 886 56 7125 e-mail : hiro-t @ ias . tokushima-u . ac . jp
",0
historical linguistics,"lars johanson and eva agnes csato , eds . , the turkic languages turkic languages is the first reference book for almost forty years to bring together detailed discussions of the historic development and specialized linguistic structures and features of the languages in the turkic family . written by an international team of experts , turkic languages will be invaluable to students and researchers within linguistics , turcology and near eastern and oriental studies . routledge language family descriptions routledge : 1998 : 504 pp cl : 0 415 08200 5 : # d3380 : $ 160 . 00 daniel abondolo , ed , , the uralic languages this book provides a unique survey of individual uralic languages and sub-groupings from finnish to selkup and obugrian to samoyedic . giving both an overview and then detailed analyses of the uralic languages , the volume describes their history and development as well as focusing on their linguistic structure . each chapter is similarly-structured , designed for comparative study and including phonology , morphology , syntax , lexicon and sample text where available . each includes numerous tables to support and illustrate the text and bibliographies of the major references in each language to aid further study . routledge language family descriptions routledge : 1998 : 648 pp cl : 0 415 08198 x : # d3868 : $ 200 . 00 for more information on these and other titles from : routledge london * new york in north america : www . routledge-ny . com elsewhere : www . routledge . com
",0
a vacation just for you !,"for full details go to : http : / / 3480473412 / web22b5f / trip . html to the most exotic place on earth . . . . . . florida ! special online promotional vacation package isbrought to you for a limited time only , so don ' t wait ! vist our website now for more information on price and package info . ( sorry , offer not available to travel agents for resale ) offer now available world wide ! ! ! for full details go to : http : / / 3480473412 / web22b5f / trip . html
",1
